Geneid	Chr	Start	End	Length
XP_003658622.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1422376;1422520;1422663;1422757;1422869;1422979;1423083	1422440;1422589;1422689;1422791;1422902;1423001;1423146	318
XP_003658623.1	NC_016472;NC_016472;NC_016472	1423891;1424174;1425155	1424121;1424953;1426639	2496
XP_003658624.1	NC_016472;NC_016472;NC_016472	1427411;1427927;1428289	1427873;1428154;1430525	2928
XP_003658625.1	NC_016472	1433660	1434949	1290
XP_003658626.1	NC_016472;NC_016472;NC_016472;NC_016472	1435688;1436138;1436350;1436644	1436026;1436283;1436375;1436681	549
XP_003658627.1	NC_016472;NC_016472;NC_016472	1437331;1437477;1439465	1437418;1439408;1439655	2211
XP_003658628.1	NC_016472	1441036	1442889	1854
XP_003658629.1	NC_016472;NC_016472	1443579;1443707	1443628;1444346	690
XP_003658630.1	NC_016472;NC_016472;NC_016472;NC_016472	1449111;1449894;1451103;1451337	1449703;1451027;1451283;1451477	2049
XP_003658631.1	NC_016472;NC_016472	1453237;1455189	1455122;1455600	2298
XP_003658632.1	NC_016472;NC_016472	1456429;1458162	1458100;1458280	1791
XP_003658633.1	NC_016472;NC_016472;NC_016472	1459452;1460098;1461159	1459571;1461095;1461243	1203
XP_003658634.1	NC_016472;NC_016472	1462961;1463835	1463751;1464078	1035
XP_003658635.1	NC_016472	1465596	1466069	474
XP_003658636.1	NC_016472;NC_016472;NC_016472	1466777;1468003;1468302	1467919;1468200;1468547	1587
XP_003658637.1	NC_016472	1469798	1471714	1917
XP_003658638.1	NC_016472	1475528	1475695	168
XP_003658639.1	NC_016472;NC_016472	1477666;1479986	1479932;1480760	3042
XP_003658640.1	NC_016472	1485139	1486467	1329
XP_003658641.1	NC_016472;NC_016472;NC_016472;NC_016472	1487088;1488779;1489389;1489581	1488721;1489325;1489531;1490610	3354
XP_003658642.1	NC_016472;NC_016472;NC_016472	1491951;1492117;1492701	1492044;1492634;1492733	645
XP_003658643.1	NC_016472	1494003	1496429	2427
XP_003658644.1	NC_016472;NC_016472;NC_016472;NC_016472	1497630;1497772;1497896;1498232	1497716;1497837;1498140;1498388	555
XP_003658645.1	NC_016472;NC_016472;NC_016472	1499673;1500034;1500518	1499873;1500429;1500535	615
XP_003658646.1	NC_016472	1501065	1503701	2637
XP_003658647.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1506006;1506331;1507641;1508046;1508212;1508411	1506225;1507554;1507969;1508119;1508266;1508455	1947
XP_003658648.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1509089;1509829;1509977;1510730;1511046;1511202;1511564;1511940;1512254	1509745;1509868;1510672;1510983;1511134;1511499;1511872;1512169;1512410	2730
XP_003658649.1	NC_016472;NC_016472	1513687;1514414	1514350;1514790	1041
XP_003658650.1	NC_016472;NC_016472;NC_016472	1515472;1515675;1515882	1515612;1515820;1515957	363
XP_003658651.1	NC_016472	1519043	1521499	2457
XP_003658652.1	NC_016472;NC_016472	1522385;1522814	1522562;1523112	477
XP_003658653.1	NC_016472;NC_016472	1523954;1524031	1523974;1525131	1122
XP_003658654.1	NC_016472;NC_016472;NC_016472;NC_016472	1526019;1526141;1526285;1527116	1526069;1526210;1526798;1527644	1164
XP_003658655.1	NC_016472;NC_016472	1528174;1528682	1528455;1529686	1287
XP_003658656.1	NC_016472;NC_016472;NC_016472	1530173;1530397;1531942	1530328;1531879;1532090	1788
XP_003658657.1	NC_016472	1533439	1535709	2271
XP_003658658.1	NC_016472	1536510	1538696	2187
XP_003658659.1	NC_016472;NC_016472;NC_016472	1539673;1539922;1543475	1539841;1543321;1544279	4374
XP_003658660.1	NC_016472;NC_016472	1544610;1545507	1545443;1545773	1101
XP_003658661.1	NC_016472	1546854	1547441	588
XP_003658662.1	NC_016472	1549030	1549482	453
XP_003658663.1	NC_016472	1551359	1551571	213
XP_003658664.1	NC_016472;NC_016472;NC_016472	1554084;1554334;1554778	1554241;1554691;1555449	1188
XP_003658665.1	NC_016472;NC_016472;NC_016472	1556208;1556351;1556663	1556264;1556432;1556997	474
XP_003658666.1	NC_016472;NC_016472;NC_016472	1558007;1558097;1558379	1558033;1558281;1562180	4014
XP_003658667.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1563740;1563837;1563928;1564040;1564228;1564316;1564435;1564822;1564935;1565225;1565480;1565696;1565771;1566054;1566208	1563774;1563859;1563987;1564087;1564256;1564379;1564544;1564857;1565166;1565401;1565641;1565717;1565999;1566146;1566444	1557
XP_003658668.1	NC_016472	1568916	1570163	1248
XP_003658669.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1571238;1571704;1572146;1572372;1572655;1572842	1571639;1572089;1572302;1572579;1572706;1572848	1212
XP_003658670.1	NC_016472;NC_016472;NC_016472	1574804;1574907;1575121	1574851;1575057;1575389	468
XP_003658671.1	NC_016472;NC_016472;NC_016472;NC_016472	1576066;1576238;1576657;1578337	1576143;1576433;1578264;1578458	2004
XP_003658672.1	NC_016472;NC_016472	1579491;1579976	1579813;1583159	3507
XP_003658673.1	NC_016472;NC_016472;NC_016472;NC_016472	1583918;1584111;1584302;1585067	1584046;1584244;1584879;1585122	897
XP_003658674.1	NC_016472;NC_016472;NC_016472;NC_016472	1586258;1586505;1588194;1588954	1586443;1588133;1588886;1589094	2649
XP_003658675.1	NC_016472;NC_016472;NC_016472	1589842;1590243;1591240	1590078;1591171;1591348	1275
XP_003658676.1	NC_016472;NC_016472	1592405;1592831	1592761;1592998	525
XP_003658677.1	NC_016472;NC_016472;NC_016472	1594044;1594240;1594383	1594189;1594305;1594857	687
XP_003658678.1	NC_016472;NC_016472;NC_016472;NC_016472	1596411;1596891;1597036;1598341	1596731;1596924;1598228;1598595	1803
XP_003658679.1	NC_016472;NC_016472;NC_016472;NC_016472	1598958;1599562;1600187;1600778	1599384;1600056;1600697;1600958	1614
XP_003658680.1	NC_016472;NC_016472;NC_016472	1603419;1604002;1605274	1603850;1605168;1605423	1749
XP_003658681.1	NC_016472;NC_016472	1607845;1608302	1608245;1609481	1581
XP_003658682.1	NC_016472;NC_016472;NC_016472	1610325;1611017;1611766	1610903;1611688;1612623	2109
XP_003658683.1	NC_016472;NC_016472;NC_016472	1613498;1615217;1616484	1615163;1616424;1617200	3591
XP_003658684.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1619294;1619480;1620474;1620879;1620961;1621224	1619412;1620419;1620818;1620899;1621033;1621249	1524
XP_003658685.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1623564;1623720;1623869;1624023;1624145;1624186	1623588;1623729;1623964;1624123;1624147;1624280	330
XP_003658686.1	NC_016472;NC_016472;NC_016472;NC_016472	1628294;1628367;1628505;1628796	1628312;1628447;1628624;1629517	942
XP_003658687.1	NC_016472;NC_016472;NC_016472	1630265;1630517;1630677	1630404;1630608;1630789	345
XP_003658688.1	NC_016472;NC_016472	1631534;1632087	1632034;1634552	2967
XP_003658689.1	NC_016472;NC_016472;NC_016472	1635829;1635947;1637131	1635888;1637047;1637988	2019
XP_003658690.1	NC_016472	1641224	1641520	297
XP_003658691.1	NC_016472;NC_016472	1661663;1661938	1661882;1661984	267
XP_003658692.1	NC_016472;NC_016472;NC_016472	1680154;1682156;1683447	1680267;1682206;1683551	270
XP_003658693.1	NC_016472	1707370	1708002	633
XP_003658694.1	NC_016472;NC_016472	1709190;1709442	1709339;1710593	1302
XP_003658695.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1711367;1711820;1712510;1712728;1712923;1713254;1713423;1713637;1713788	1711745;1712454;1712674;1712866;1713199;1713366;1713572;1713726;1714194	2355
XP_003658696.1	NC_016472;NC_016472	1715193;1715317	1715253;1716617	1362
XP_003658697.1	NC_016472;NC_016472;NC_016472;NC_016472	1717435;1717649;1718220;1718425	1717572;1718142;1718332;1718585	906
XP_003658698.1	NC_016472;NC_016472	1720330;1720543	1720468;1721141	738
XP_003658699.1	NC_016472;NC_016472	1721681;1721801	1721746;1721962	228
XP_003658700.1	NC_016472;NC_016472	1723880;1725502	1725426;1725739	1785
XP_003658701.1	NC_016472;NC_016472	1726252;1727548	1727484;1727805	1491
XP_003658702.1	NC_016472;NC_016472	1729362;1730426	1730363;1730689	1266
XP_003658703.1	NC_016472;NC_016472;NC_016472;NC_016472	1731250;1731891;1732365;1732535	1731272;1732300;1732476;1733072	1083
XP_003658704.1	NC_016472;NC_016472;NC_016472	1733416;1733707;1734293	1733555;1734019;1734334	495
XP_003658705.1	NC_016472;NC_016472;NC_016472	1735637;1736088;1737940	1735923;1737848;1738216	2325
XP_003658706.1	NC_016472;NC_016472;NC_016472;NC_016472	1738932;1739675;1739890;1740081	1739588;1739793;1740015;1740132	954
XP_003658707.1	NC_016472;NC_016472	1740913;1741616	1741527;1741936	936
XP_003658708.1	NC_016472;NC_016472;NC_016472;NC_016472	1742767;1742895;1743094;1743282	1742777;1742949;1743176;1743366	234
XP_003658709.1	NC_016472	1744037	1745629	1593
XP_003658710.1	NC_016472	1746958	1748163	1206
XP_003658711.1	NC_016472;NC_016472	1748313;1748569	1748504;1748748	372
XP_003658712.1	NC_016472;NC_016472;NC_016472	1750124;1750304;1753146	1750241;1753085;1753236	2991
XP_003658713.1	NC_016472;NC_016472	1753518;1753740	1753661;1754174	579
XP_003658714.1	NC_016472	1755359	1756927	1569
XP_003658715.1	NC_016472;NC_016472;NC_016472;NC_016472	1757332;1757499;1757982;1758288	1757415;1757580;1758082;1758341	321
XP_003658716.1	NC_016472;NC_016472	1759976;1760411	1760346;1760564	525
XP_003658717.1	NC_016472	1761323	1762720	1398
XP_003658718.1	NC_016472;NC_016472;NC_016472;NC_016472	1764792;1765028;1765468;1765625	1764803;1765377;1765555;1765975	801
XP_003658719.1	NC_016472;NC_016472;NC_016472;NC_016472	1767743;1769193;1769415;1769542	1769037;1769319;1769446;1769572	1485
XP_003658720.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1770268;1771663;1771937;1772526;1773877	1771606;1771882;1772472;1773824;1774517	4035
XP_003658721.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1776243;1776371;1776650;1777147;1778405	1776314;1776586;1776753;1778349;1778573	1764
XP_003658722.1	NC_016472;NC_016472;NC_016472	1780176;1780734;1781174	1780656;1781107;1781386	1068
XP_003658723.1	NC_016472	1782205	1783275	1071
XP_003658724.1	NC_016472;NC_016472;NC_016472;NC_016472	1783513;1783908;1784183;1785160	1783844;1784082;1785094;1785408	1668
XP_003658725.1	NC_016472;NC_016472	1786709;1786950	1786885;1787306	534
XP_003658726.1	NC_016472	1788662	1790110	1449
XP_003658727.1	NC_016472;NC_016472;NC_016472;NC_016472	1791075;1791633;1791869;1792993	1791321;1791792;1792935;1793024	1506
XP_003658728.1	NC_016472;NC_016472	1793343;1793518	1793467;1794709	1317
XP_003658729.1	NC_016472	1795023	1795799	777
XP_003658730.1	NC_016472;NC_016472	1797685;1798086	1797993;1799444	1668
XP_003658731.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1800233;1800614;1801533;1801818;1802166;1802397	1800523;1801439;1801742;1802025;1802306;1802628	1908
XP_003658732.1	NC_016472;NC_016472	1803497;1805102	1805010;1806014	2427
XP_003658733.1	NC_016472	1807900	1808646	747
XP_003658734.1	NC_016472;NC_016472	1808957;1809332	1809277;1809613	603
XP_003658735.1	NC_016472;NC_016472	1810084;1811283	1811137;1811323	1095
XP_003658736.1	NC_016472;NC_016472	1812467;1815260	1815196;1815559	3030
XP_003658737.1	NC_016472;NC_016472	1816483;1816609	1816548;1817187	645
XP_003658738.1	NC_016472;NC_016472;NC_016472	1822110;1822254;1822635	1822167;1822570;1822694	435
XP_003658739.1	NC_016472;NC_016472;NC_016472	1824869;1825397;1825748	1824937;1825520;1825917	363
XP_003658740.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1827633;1828074;1828359;1828649;1828928;1829200;1829582	1828015;1828307;1828593;1828867;1829134;1829523;1830145	2166
XP_003658741.1	NC_016472;NC_016472;NC_016472;NC_016472	1831854;1832061;1832189;1832583	1832006;1832133;1832523;1832711	690
XP_003658742.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1833653;1833835;1833990;1834204;1834475	1833718;1833927;1834143;1834409;1834603	648
XP_003658743.1	NC_016472;NC_016472;NC_016472	1836246;1838693;1839330	1838632;1839218;1839383	2967
XP_003658744.1	NC_016472;NC_016472;NC_016472	1843486;1844294;1845375	1844134;1844807;1845513	1302
XP_003658745.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1846305;1846757;1846894;1847110;1847199;1847453;1847616	1846698;1846830;1847046;1847134;1847393;1847550;1848830	2154
XP_003658746.1	NC_016472;NC_016472;NC_016472;NC_016472	1849886;1850134;1850339;1850774	1850077;1850267;1850449;1850933	597
XP_003658747.1	NC_016472;NC_016472;NC_016472;NC_016472	1853736;1853840;1854205;1854350	1853768;1854032;1854295;1854386	354
XP_003658748.1	NC_016472;NC_016472	1854671;1854767	1854704;1854975	243
XP_003658749.1	NC_016472;NC_016472;NC_016472;NC_016472	1855243;1855512;1855675;1856085	1855436;1855533;1855770;1856105	333
XP_003658750.1	NC_016472	1858399	1861725	3327
XP_003658751.1	NC_016472;NC_016472;NC_016472	1864393;1864748;1866405	1864693;1866331;1866820	2301
XP_003658752.1	NC_016472;NC_016472;NC_016472	1867770;1868107;1869351	1868008;1869248;1869517	1548
XP_003658753.1	NC_016472;NC_016472	1869976;1871342	1871216;1871618	1518
XP_003658754.1	NC_016472;NC_016472	1872317;1872470	1872393;1872965	573
XP_003658755.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1875837;1876715;1876831;1877754;1878129;1879714	1876623;1876747;1877657;1878020;1879628;1880280	3981
XP_003658756.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1881926;1882936;1883248;1883460;1883765;1883873	1882863;1883169;1883302;1883645;1883798;1883991	1566
XP_003658757.1	NC_016472	1888754	1889131	378
XP_003658758.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1889601;1890018;1891068;1891793;1892513	1889909;1891010;1891718;1892405;1892601	2655
XP_003658759.1	NC_016472	1893777	1896749	2973
XP_003658760.1	NC_016472;NC_016472;NC_016472	1897897;1898157;1898736	1897986;1898611;1898988	798
XP_003658761.1	NC_016472;NC_016472;NC_016472	1899388;1900017;1900789	1899899;1900705;1903376	3789
XP_003658762.1	NC_016472;NC_016472;NC_016472	1905249;1905547;1905938	1905491;1905821;1907087	1668
XP_003658763.1	NC_016472	1908063	1909553	1491
XP_003658764.1	NC_016472	1910625	1912103	1479
XP_003658765.1	NC_016472;NC_016472;NC_016472;NC_016472	1912831;1914175;1914315;1914945	1914121;1914251;1914410;1915052	1572
XP_003658766.1	NC_016472;NC_016472	1917847;1918433	1918374;1918570	666
XP_003658767.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1922814;1923092;1923664;1924002;1924501	1922969;1923550;1923871;1924356;1924693	1371
XP_003658768.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1926822;1932965;1937461;1937695;1938179;1938341;1945642;1953437	1932897;1937388;1937599;1938084;1938256;1945572;1953156;1955005	27423
XP_003658769.1	NC_016472	1956957	1957175	219
XP_003658770.1	NC_016472	1963700	1968457	4758
XP_003658771.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1975909;1976387;1976512;1976677;1977022;1977396	1976222;1976441;1976591;1976945;1977322;1977645	1269
XP_003658772.1	NC_016472;NC_016472	1980142;1980515	1980341;1980845	531
XP_003658773.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	1983491;1983650;1984108;1984712;1985085	1983573;1984046;1984643;1984753;1985139	1113
XP_003658774.1	NC_016472	1985578	1987767	2190
XP_003658775.1	NC_016472;NC_016472;NC_016472;NC_016472	1991652;1992527;1993265;1994652	1992470;1993051;1994578;1994750	2757
XP_003658776.1	NC_016472	1995348	1997099	1752
XP_003658777.1	NC_016472;NC_016472	1997512;1999987	1999889;2000071	2463
XP_003658778.1	NC_016472;NC_016472;NC_016472	2000701;2000813;2001066	2000749;2001013;2002762	1947
XP_003658779.1	NC_016472;NC_016472	2003618;2004734	2004672;2005430	1752
XP_003658780.1	NC_016472;NC_016472;NC_016472;NC_016472	2006204;2006772;2007616;2008021	2006707;2007556;2007898;2008167	1719
XP_003658781.1	NC_016472;NC_016472;NC_016472	2009550;2009797;2010399	2009704;2010327;2010492	780
XP_003658782.1	NC_016472;NC_016472	2010748;2011277	2011146;2011498	621
XP_003658783.1	NC_016472;NC_016472	2014240;2014856	2014780;2014980	666
XP_003658784.1	NC_016472	2018011	2018301	291
XP_003658785.1	NC_016472;NC_016472	2018964;2021045	2020982;2021554	2529
XP_003658786.1	NC_016472;NC_016472	2022989;2023994	2023854;2025242	2115
XP_003658787.1	NC_016472;NC_016472;NC_016472	2027384;2027754;2028851	2027685;2028788;2029187	1674
XP_003658788.1	NC_016472;NC_016472	2032697;2034048	2033974;2035196	2427
XP_003658789.1	NC_016472;NC_016472	2036825;2037276	2037151;2037572	624
XP_003658790.1	NC_016472	2038104	2040044	1941
XP_003658791.1	NC_016472;NC_016472	2040294;2040611	2040479;2040751	327
XP_003658792.1	NC_016472	2043756	2048267	4512
XP_003658793.1	NC_016472	2048869	2050299	1431
XP_003658794.1	NC_016472;NC_016472	2050869;2051148	2051049;2051263	297
XP_003658795.1	NC_016472;NC_016472;NC_016472;NC_016472	2051623;2051851;2052378;2052581	2051764;2052278;2052497;2052766	876
XP_003658796.1	NC_016472;NC_016472;NC_016472	2054270;2055346;2055989	2055244;2055924;2058625	4191
XP_003658797.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	2060864;2061092;2061275;2061840;2063256	2060927;2061201;2061713;2063199;2064573	3291
XP_003658798.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	2065883;2066356;2066802;2067470;2068136	2066292;2066725;2067397;2068040;2068183	1995
XP_003658799.1	NC_016472;NC_016472	2069568;2070567	2070502;2071308	1677
XP_003658800.1	NC_016472	2071884	2072525	642
XP_003658801.1	NC_016472;NC_016472;NC_016472	2074799;2075983;2076182	2075893;2076120;2076409	1461
XP_003658802.1	NC_016472	2077739	2077909	171
XP_003658803.1	NC_016472;NC_016472;NC_016472	2082252;2082856;2083900	2082772;2083842;2083930	1539
XP_003658804.1	NC_016472;NC_016472;NC_016472;NC_016472	2084368;2085295;2085727;2086203	2085132;2085629;2086128;2086275	1575
XP_003658805.1	NC_016472;NC_016472	2087153;2089233	2089117;2089424	2157
XP_003658806.1	NC_016472;NC_016472;NC_016472;NC_016472	2093612;2093765;2094388;2094673	2093620;2093797;2094627;2094759	369
XP_003658807.1	NC_016472	2095729	2096052	324
XP_003658808.1	NC_016472;NC_016472;NC_016472;NC_016472	2096276;2096613;2096795;2097287	2096349;2096665;2096851;2097441	339
XP_003658809.1	NC_016472	2103134	2104102	969
XP_003658810.1	NC_016472	2104573	2104860	288
XP_003658811.1	NC_016472;NC_016472	2105917;2106296	2106228;2106538	555
XP_003658812.1	NC_016472	2106785	2106952	168
XP_003658813.1	NC_016472;NC_016472	2107537;2107731	2107644;2108450	828
XP_003658814.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	2109152;2109371;2109951;2110128;2110800;2111130	2109303;2109841;2110034;2110706;2110992;2111615	1965
XP_003658815.1	NC_016472;NC_016472;NC_016472;NC_016472;NC_016472	2113944;2114069;2114434;2114737;2114862	2114004;2114375;2114675;2114807;2114972	792
XP_003658816.1	NC_016472	2115383	2116108	726
XP_003658817.1	NC_016472;NC_016472;NC_016472	2116678;2116778;2116919	2116713;2116838;2117313	492
XP_003658818.1	NC_016472	2117689	2119812	2124
XP_003658819.1	NC_016472;NC_016472	2121312;2121521	2121434;2122465	1068
XP_003658820.1	NC_016472;NC_016472;NC_016472	2122894;2123343;2123550	2123220;2123480;2123708	624
XP_003658821.1	NC_016472;NC_016472;NC_016472	2125150;2125421;2127488	2125267;2127405;2128063	2679
XP_003658822.1	NC_016472;NC_016472;NC_016472;NC_016472	2128670;2129611;2130325;2130439	2129512;2130266;2130376;2130495	1608
XP_003658823.1	NC_016472;NC_016472;NC_016472;NC_016472	2131065;2131150;2131295;2131471	2131067;2131241;2131409;2132580	1320
